Sikhadenge SEO / AEO / GEO Operating Workbook,,,,,,,,,
,,,,,,,,,
URL,Skill Category,Primary Keyword,Page Type,Intent,Status,Keep / Merge / Update,Current Rank,Last Updated,Notes
/blog/best-ai-tools-for-instagram-reels,AI,best ai tools for instagram reels,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/best-ai-tools-for-learning,AI,best ai tools for learning,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/best-ai-tools-for-personal-branding,AI,best ai tools for personal branding,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/best-ai-tools-for-reels-editing,AI,best ai tools for reels editing,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/best-ai-tools-for-school-students,AI,best ai tools for school students,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/best-ai-tools-for-small-business-owners,AI,best ai tools for small business owners,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/best-ai-tools-for-social-media-design,AI,best ai tools for social media design,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/best-ai-tools-for-student-projects,AI,best ai tools for student projects,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/best-ai-tools-for-students,AI,best ai tools for students,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/best-ai-tools-for-video-editing,AI,best ai tools for video editing,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/best-ai-tools-for-youtube-content,AI,best ai tools for youtube content,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/best-ai-tools-for-youtube-shorts,AI,best ai tools for youtube shorts,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/best-ai-tools-for-youtube-video-editing,AI,best ai tools for youtube video editing,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/best-ai-video-tools-in-2026,AI,best ai video tools in 2026,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/future-ai-career-options-for-beginners,AI,future ai career options for beginners,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/future-of-ai-jobs,AI,future of ai jobs,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/future-of-ai-skills,AI,future of ai skills,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/genai-workflow-for-creators,AI,genai workflow for creators,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/how-to-build-ai-portfolio,AI,how to build ai portfolio,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/how-to-build-ai-skills-from-zero,AI,how to build ai skills from zero,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/how-to-build-freelance-portfolio-with-ai,AI,how to build freelance portfolio with ai,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/how-to-create-content-using-ai,AI,how to create content using ai,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/how-to-earn-money-using-ai,AI,how to earn money using ai,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/how-to-earn-money-using-ai-for-students,AI,how to earn money using ai for students,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/how-to-earn-money-using-ai-without-investment,AI,how to earn money using ai without investment,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/how-to-get-freelance-clients-using-ai,AI,how to get freelance clients using ai,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/how-to-learn-ai-as-a-beginner,AI,how to learn ai as a beginner,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/how-to-start-ai-career,AI,how to start ai career,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/how-to-start-ai-career-as-a-student,AI,how to start ai career as a student,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/how-to-start-ai-freelancing-without-experience,AI,how to start ai freelancing without experience,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/how-to-start-freelancing-as-a-student-with-ai,AI,how to start freelancing as a student with ai,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/how-to-start-freelancing-with-ai,AI,how to start freelancing with ai,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/how-to-use-ai-for-client-delivery,AI,how to use ai for client delivery,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/how-to-use-ai-for-freelancing,AI,how to use ai for freelancing,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/how-to-use-ai-for-graphic-design,AI,how to use ai for graphic design,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/how-to-use-ai-for-studies,AI,how to use ai for studies,Blog,Informational,Live,Keep,,,Imported from clean route list
/blog/premiere-pro-reels-editing-workflow,Video Editing,premiere pro reels editing workflow,Blog,Informational,Live,Keep,,,Imported from clean route list
/courses/ai-branding-packaging,AI,ai branding packaging,Landing Page,Commercial,Live,Keep,,,Imported from clean route list
/courses/ai-color-theory,AI,ai color theory,Landing Page,Commercial,Live,Keep,,,Imported from clean route list
/courses/ai-mastery,AI,ai mastery,Landing Page,Commercial,Live,Keep,,,Imported from clean route list
/courses/ai-typography-layout,AI,ai typography layout,Landing Page,Commercial,Live,Keep,,,Imported from clean route list
/future-of-ai-skills,AI,future of ai skills,Landing Page,Informational,Live,Keep,,,Imported from clean route list
/gen-ai-masterclass,AI,gen ai masterclass,Landing Page,Commercial,Live,Keep,,,Imported from clean route list
/gen-ai-masterclass/register,AI,register,Landing Page,Commercial,Live,Keep,,,Imported from clean route list
/gen-ai-masterclass/register-one-step,AI,register one step,Landing Page,Commercial,Live,Keep,,,Imported from clean route list
/gen-ai-masterclass/welcome,AI,welcome,Landing Page,Commercial,Live,Keep,,,Imported from clean route list
/how-to-earn-money-with-ai,AI,how to earn money with ai,Landing Page,Informational,Live,Keep,,,Imported from clean route list
/how-to-learn-ai-skills,AI,how to learn ai skills,Landing Page,Informational,Live,Keep,,,Imported from clean route list
/how-to-start-ai-career,AI,how to start ai career,Landing Page,Informational,Live,Keep,,,Imported from clean route list
/what-is-ai-generalist,AI,what is ai generalist,Landing Page,Informational,Live,Keep,,,Imported from clean route list
